confidence_immediate,datetime,experiment_file,experiment_path,gender,identification,identification_made,identification_multiple,identification_proceed,lecture_time,logfile,member,member1,member2,member3,member4,member5,member6,path_file,response_time,response_time_live_view,subject_nr,target,target1,target2,time_check_identification,time_end_of_experiment,time_experiment,time_gender_randomization_sequence,time_identification_task,time_lineup_sequence,time_live_view,time_logger,time_member_randomization_loop,time_member_randomization_sequence,time_setting_sequence,time_video,row_order,date,time,datetime_updated,date_rank,datetime_rank,person,condition,target_value,gender_updated,lecture_datetime,gender_first
80,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,Yes,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,2,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,83899.0,203863.0,2688,2751.0,80985.0,79636.0,,88004,2751.0,2753.0,,79636.0,9,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,7.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,3,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,91594.0,203863.0,2688,2751.0,88849.0,88229.0,,91594,2751.0,2753.0,,88229.0,10,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,4.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,4,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,94747.0,203863.0,2688,2751.0,92508.0,91815.0,,94747,2751.0,2753.0,,91815.0,11,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,1.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,5,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,97805.0,203863.0,2688,2751.0,95570.0,95000.0,,97805,2751.0,2753.0,,95000.0,12,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,2.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,101281.0,203863.0,2688,2751.0,98703.0,98017.0,,101281,2751.0,2753.0,,98017.0,13,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,3.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,Yes,One,No,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,101281.0,203863.0,2688,2751.0,98703.0,98017.0,,132546,2751.0,2753.0,,98017.0,14,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,3.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,female,No,Yes,One,No,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,5.0,7.0,4.0,1.0,2.0,3.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target2,present,absent,101281.0,203863.0,2688,2751.0,98703.0,98017.0,,136430,2751.0,2753.0,,98017.0,15,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,3.0,HS,absent,female,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,Yes,One,No,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,101281.0,203863.0,2688,136492.0,98703.0,98017.0,,136495,136492.0,136494.0,,98017.0,16,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,5.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,1,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,143998.0,203863.0,2688,136492.0,141572.0,136739.0,,143998,136492.0,136494.0,,140267.0,17,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,4.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,2,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,146940.0,203863.0,2688,136492.0,144871.0,144224.0,,146941,136492.0,136494.0,,144225.0,18,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,1.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,Not sure,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,3,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,155844.0,203863.0,2688,136492.0,152499.0,147162.0,,155844,136492.0,136494.0,,147162.0,19,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,6.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,4,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,158855.0,203863.0,2688,136492.0,156970.0,156064.0,,158855,136492.0,136494.0,,156065.0,20,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,3.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,5,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,161555.0,203863.0,2688,136492.0,159673.0,159079.0,,161555,136492.0,136494.0,,159079.0,21,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,2.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,164334.0,203863.0,2688,136492.0,162267.0,161776.0,,164334,136492.0,136494.0,,161776.0,22,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,5.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,No,no,No,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,164334.0,203863.0,2688,136492.0,162267.0,161776.0,,197838,136492.0,136494.0,,161776.0,23,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,5.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 13:49:20,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Today Viper,male,No,No,no,No,13:00:00,C:/Users/standalone/Desktop/Today Viper/subject-22.csv,6,4.0,1.0,6.0,3.0,2.0,5.0,./input_data\Tomas 041118\1.23 - Viper\subject-22.csv,,,22,target1,present,absent,164334.0,203863.0,2688,136492.0,162267.0,161776.0,,205385,136492.0,136494.0,,161776.0,24,2017/11/04,13:49:20,2017/11/04 13:49:20,1.0,76.0,5.0,HS,present,male,2017/11/04 13:00:00,female
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,1,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,22117.0,22117.0,22,,,,69373.0,187914.0,2330,,63960.0,41725.0,41843.0,69373,,,41842.0,,0,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,2,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,18022.0,18022.0,22,,,,90925.0,187914.0,2330,,87553.0,41725.0,69530.0,90925,,,69528.0,,1,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,3,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,12495.0,12495.0,22,,,,107183.0,187914.0,2330,,103569.0,41725.0,91073.0,107183,,,91072.0,,2,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,4,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,15795.0,15795.0,22,,,,127336.0,187914.0,2330,,123128.0,41725.0,107333.0,127336,,,107331.0,,3,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,5,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,15392.0,15392.0,22,,,,146883.0,187914.0,2330,,142888.0,41725.0,127496.0,146884,,,127495.0,,4,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,15765.0,15765.0,22,,,,166954.0,187914.0,2330,,162800.0,41725.0,147034.0,166955,,,147033.0,,5,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,No,no,No,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,15765.0,15765.0,22,,,,166954.0,187914.0,2330,,162800.0,41725.0,147034.0,179571,,,147033.0,,6,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:22:50,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,No,no,No,13:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-22.csv,15765.0,15765.0,22,,,,166954.0,187914.0,2330,,162800.0,41725.0,147034.0,189215,,,147033.0,,7,2017/11/04,14:22:50,2017/11/04 14:22:50,1.0,106.0,,live,,male,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,13:00:00,D:/Lineup study/subject-22.csv,1,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,15606.0,15606.0,22,,,,63328.0,204694.0,1830,,57548.0,41898.0,41941.0,63328,,,41939.0,,0,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,13:00:00,D:/Lineup study/subject-22.csv,2,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,14607.0,14607.0,22,,,,88403.0,204694.0,1830,,78025.0,41898.0,63418.0,88403,,,63416.0,,1,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,13:00:00,D:/Lineup study/subject-22.csv,3,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,13476.0,13476.0,22,,,,106699.0,204694.0,1830,,101964.0,41898.0,88488.0,106699,,,88486.0,,2,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,13:00:00,D:/Lineup study/subject-22.csv,4,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,16499.0,16499.0,22,,,,128887.0,204694.0,1830,,123277.0,41898.0,106778.0,128887,,,106776.0,,3,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,13:00:00,D:/Lineup study/subject-22.csv,5,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,16753.0,16753.0,22,,,,149847.0,204694.0,1830,,145720.0,41898.0,128967.0,149847,,,128965.0,,4,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,13:00:00,D:/Lineup study/subject-22.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,20196.0,20196.0,22,,,,174450.0,204694.0,1830,,170123.0,41898.0,149926.0,174450,,,149924.0,,5,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,No,no,No,13:00:00,D:/Lineup study/subject-22.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,20196.0,20196.0,22,,,,174450.0,204694.0,1830,,170123.0,41898.0,149926.0,197638,,,149924.0,,6,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 14:30:57,lineup_liveWOMEN.osexp,D:/Lineup study,,No,No,no,No,13:00:00,D:/Lineup study/subject-22.csv,6,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-22.csv,20196.0,20196.0,22,,,,174450.0,204694.0,1830,,170123.0,41898.0,149926.0,271142,,,149924.0,,7,2017/11/04,14:30:57,2017/11/04 14:30:57,1.0,109.0,,live,,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,1,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,60792.0,244572.0,3360,3419.0,53094.0,4598.0,,60792,3419.0,3420.0,,44636.0,2,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,5.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,2,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,69921.0,244572.0,3360,3419.0,67550.0,61816.0,,69921,3419.0,3420.0,,61816.0,3,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,4.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,Not sure,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,3,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,79278.0,244572.0,3360,3419.0,76770.0,70955.0,,79278,3419.0,3420.0,,70955.0,4,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,3.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,Not sure,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,4,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,90253.0,244572.0,3360,3419.0,87937.0,80299.0,,90253,3419.0,3420.0,,80299.0,5,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,1.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,5,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,96660.0,244572.0,3360,3419.0,94250.0,91298.0,,96660,3419.0,3420.0,,91298.0,6,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,2.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,6,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,101662.0,244572.0,3360,3419.0,99094.0,97730.0,,101662,3419.0,3420.0,,97730.0,7,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,7.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,No,no,No,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,6,5.0,4.0,3.0,1.0,2.0,7.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target1,absent,present,101662.0,244572.0,3360,3419.0,99094.0,97730.0,,117701,3419.0,3420.0,,97730.0,8,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,7.0,FB,absent,male,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,No,no,No,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,6,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,101662.0,244572.0,3360,117804.0,99094.0,97730.0,,117806,117804.0,117806.0,,97730.0,9,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,5.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,1,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,132493.0,244572.0,3360,117804.0,129790.0,118895.0,,132493,117804.0,117806.0,,123708.0,10,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,4.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,2,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,138970.0,244572.0,3360,117804.0,136714.0,133548.0,,138970,117804.0,117806.0,,133548.0,11,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,3.0,FB,present,female,2017/11/04 13:00:00,male
70,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,Yes,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,3,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,147493.0,244572.0,3360,117804.0,144600.0,140020.0,,153001,117804.0,117806.0,,140021.0,12,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,2.0,FB,present,female,2017/11/04 13:00:00,male
60,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,Yes,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,4,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,160901.0,244572.0,3360,117804.0,158390.0,154008.0,,165256,117804.0,117806.0,,154008.0,13,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,6.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,5,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,169979.0,244572.0,3360,117804.0,167592.0,166259.0,,169979,117804.0,117806.0,,166259.0,14,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,1.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,6,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,174442.0,244572.0,3360,117804.0,172039.0,170984.0,,174442,117804.0,117806.0,,170984.0,15,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,5.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,1,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,203042.0,244572.0,3360,117804.0,200814.0,196174.0,,203042,117804.0,117806.0,,199995.0,16,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,4.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,2,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,207302.0,244572.0,3360,117804.0,205285.0,204065.0,,207302,117804.0,117806.0,,204065.0,17,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,3.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,Not sure,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,3,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,212833.0,244572.0,3360,117804.0,210402.0,208334.0,,212833,117804.0,117806.0,,208334.0,18,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,2.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,Not sure,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,4,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,219743.0,244572.0,3360,117804.0,216599.0,213883.0,,219743,117804.0,117806.0,,213883.0,19,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,6.0,FB,present,female,2017/11/04 13:00:00,male
no,11/04/17 13:53:09,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-23.csv,5,4.0,3.0,2.0,6.0,1.0,5.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-23.csv,,,23,target2,absent,present,223838.0,244572.0,3360,117804.0,221631.0,220742.0,,223838,117804.0,117806.0,,220743.0,20,2017/11/04,13:53:09,2017/11/04 13:53:09,1.0,79.0,1.0,FB,present,female,2017/11/04 13:00:00,male
