confidence_immediate,datetime,experiment_file,experiment_path,gender,identification,identification_made,identification_multiple,identification_proceed,lecture_time,logfile,member,member1,member2,member3,member4,member5,member6,path_file,response_time,response_time_live_view,subject_nr,target,target1,target2,time_check_identification,time_end_of_experiment,time_experiment,time_gender_randomization_sequence,time_identification_task,time_lineup_sequence,time_live_view,time_logger,time_member_randomization_loop,time_member_randomization_sequence,time_setting_sequence,time_video,row_order,date,time,datetime_updated,date_rank,datetime_rank,person,condition,target_value,gender_updated,lecture_datetime,gender_first
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,1,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,68132.0,242139.0,3776,3843.0,64902.0,5004.0,,68132,3845.0,3847.0,,42187.0,2,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,5.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,2,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,81811.0,242139.0,3776,3843.0,79846.0,69122.0,,81811,3845.0,3847.0,,69122.0,3,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,1.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,3,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,100344.0,242139.0,3776,3843.0,98006.0,82857.0,,100344,3845.0,3847.0,,82857.0,4,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,3.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,4,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,113294.0,242139.0,3776,3843.0,110790.0,101318.0,,113295,3845.0,3847.0,,101318.0,5,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,7.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,5,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,127959.0,242139.0,3776,3843.0,125634.0,114326.0,,127960,3845.0,3847.0,,114326.0,6,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,2.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,135445.0,242139.0,3776,3843.0,132618.0,129004.0,,135445,3845.0,3847.0,,129004.0,7,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,4.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,female,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,5.0,1.0,3.0,7.0,2.0,4.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target2,present,absent,135445.0,242139.0,3776,3843.0,132618.0,129004.0,,152347,3845.0,3847.0,,129004.0,8,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,4.0,FB,absent,female,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,135445.0,242139.0,3776,152413.0,132618.0,129004.0,,152416,152413.0,152415.0,,129004.0,9,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,1.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,1,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,165320.0,242139.0,3776,152413.0,162850.0,153493.0,,165320,152413.0,152415.0,,158809.0,10,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,3.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,2,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,170269.0,242139.0,3776,152413.0,168240.0,166377.0,,170269,152413.0,152415.0,,166377.0,11,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,4.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,3,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,176266.0,242139.0,3776,152413.0,174214.0,171288.0,,176266,152413.0,152415.0,,171288.0,12,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,5.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,4,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,205196.0,242139.0,3776,152413.0,199424.0,177295.0,,205196,152413.0,152415.0,,177295.0,13,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,6.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,5,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,211811.0,242139.0,3776,152413.0,209906.0,206227.0,,211811,152413.0,152415.0,,206227.0,14,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,2.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,221934.0,242139.0,3776,152413.0,219257.0,212822.0,,221935,152413.0,152415.0,,212822.0,15,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,1.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,221934.0,242139.0,3776,152413.0,219257.0,212822.0,,237371,152413.0,152415.0,,212822.0,16,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,1.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:02:58,lineup_videoFB.osexp,C:/Users/standalone/Desktop/Full Body Video 0411,male,No,No,no,No,10:00:00,C:/Users/standalone/Desktop/Full Body Video 0411/subject-1.csv,6,3.0,4.0,5.0,6.0,2.0,1.0,./input_data\Tomas 041118\1.27 - Full Body Video\subject-1.csv,,,1,target1,present,absent,221934.0,242139.0,3776,152413.0,219257.0,212822.0,,244088,152413.0,152415.0,,212822.0,17,2017/11/04,11:02:58,2017/11/04 11:02:58,1.0,3.0,1.0,FB,present,male,2017/11/04 10:00:00,female
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,1,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,50510.0,425023.0,2470,2536.0,44022.0,2948.0,,50510,2536.0,2541.0,,26084.0,3,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,5.0,HS,present,male,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,2,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,62565.0,425023.0,2470,2536.0,59646.0,50740.0,,62565,2536.0,2541.0,,50740.0,4,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,4.0,HS,present,male,2017/11/04 10:00:00,male
90,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,Yes,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,3,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,68255.0,425023.0,2470,2536.0,65566.0,62785.0,,91390,2536.0,2541.0,,62785.0,5,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,6.0,HS,present,male,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,4,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,100802.0,425023.0,2470,2536.0,97337.0,91625.0,,100802,2536.0,2541.0,,91625.0,6,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,3.0,HS,present,male,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,5,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,106035.0,425023.0,2470,2536.0,103871.0,101038.0,,106035,2536.0,2541.0,,101038.0,7,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,1.0,HS,present,male,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,110140.0,425023.0,2470,2536.0,107471.0,106261.0,,110140,2536.0,2541.0,,106261.0,8,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,2.0,HS,present,male,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,male,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,5.0,4.0,6.0,3.0,1.0,2.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target1,present,absent,110140.0,425023.0,2470,2536.0,107471.0,106261.0,,131467,2536.0,2541.0,,106261.0,9,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,2.0,HS,present,male,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,110140.0,425023.0,2470,131532.0,107471.0,106261.0,,131535,131532.0,131534.0,,106261.0,10,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,7.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,1,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,170441.0,425023.0,2470,131532.0,165758.0,131792.0,,170441,131532.0,131534.0,,134809.0,11,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,4.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,2,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,228333.0,425023.0,2470,131532.0,196023.0,170672.0,,228333,131532.0,131534.0,,170672.0,12,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,5.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,3,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,234396.0,425023.0,2470,131532.0,231704.0,228576.0,,234396,131532.0,131534.0,,228576.0,13,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,2.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,Not sure,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,4,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,270042.0,425023.0,2470,131532.0,267304.0,234626.0,,270043,131532.0,131534.0,,234626.0,14,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,1.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,5,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,273946.0,425023.0,2470,131532.0,271640.0,270258.0,,273946,131532.0,131534.0,,270258.0,15,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,3.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,278596.0,425023.0,2470,131532.0,276109.0,274174.0,,278597,131532.0,131534.0,,274175.0,16,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,7.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,1,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,321732.0,425023.0,2470,131532.0,319153.0,307237.0,,321732,131532.0,131534.0,,308827.0,17,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,4.0,HS,absent,female,2017/11/04 10:00:00,male
60,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,Yes,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,2,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,338637.0,425023.0,2470,131532.0,334303.0,321968.0,,365630,131532.0,131534.0,,321968.0,18,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,5.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,3,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,371441.0,425023.0,2470,131532.0,369105.0,365863.0,,371441,131532.0,131534.0,,365863.0,19,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,2.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,4,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,392753.0,425023.0,2470,131532.0,390007.0,371670.0,,392753,131532.0,131534.0,,371670.0,20,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,1.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,5,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,397474.0,425023.0,2470,131532.0,395144.0,392987.0,,397474,131532.0,131534.0,,392987.0,21,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,3.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,no,no,no,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,400852.0,425023.0,2470,131532.0,398721.0,397701.0,,400852,131532.0,131534.0,,397701.0,22,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,7.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,400852.0,425023.0,2470,131532.0,398721.0,397701.0,,418729,131532.0,131534.0,,397701.0,23,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,7.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,400852.0,425023.0,2470,131532.0,398721.0,397701.0,,418783,131532.0,131534.0,,397701.0,24,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,7.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:03:01,lineup_videoVIPER.osexp,C:/Users/standalone/Desktop/Viper Today,female,No,Yes,One,No,10:00:00,C:/Users/standalone/Desktop/Saturday 0411/subject-1.csv,6,4.0,5.0,2.0,1.0,3.0,7.0,./input_data\Tomas 041118\1.25 - Viper\subject-1.csv,,,1,target2,present,absent,400852.0,425023.0,2470,131532.0,398721.0,397701.0,,426477,131532.0,131534.0,,397701.0,25,2017/11/04,11:03:01,2017/11/04 11:03:01,1.0,4.0,7.0,HS,absent,female,2017/11/04 10:00:00,male
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,Not sure,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,1,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,36520.0,36520.0,1,,,,68073.0,276582.0,11935,,55824.0,19203.0,19303.0,68073,,,19302.0,,0,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,Not sure,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,2,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,50010.0,50010.0,1,,,,130470.0,276582.0,11935,,118224.0,19203.0,68213.0,130470,,,68212.0,,1,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
50,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,Yes,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,3,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,16225.0,16225.0,1,,,,150574.0,276582.0,11935,,146831.0,19203.0,130605.0,170150,,,130604.0,,2,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,4,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,15368.0,15368.0,1,,,,195729.0,276582.0,11935,,185654.0,19203.0,170286.0,195729,,,170285.0,,3,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,Not sure,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,5,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,14799.0,14799.0,1,,,,215719.0,276582.0,11935,,210671.0,19203.0,195871.0,215719,,,195870.0,,4,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,no,no,no,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,16387.0,16387.0,1,,,,235785.0,276582.0,11935,,232246.0,19203.0,215859.0,235785,,,215858.0,,5,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,Yes,One,No,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,16387.0,16387.0,1,,,,235785.0,276582.0,11935,,232246.0,19203.0,215859.0,271098,,,215858.0,,6,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 11:05:18,lineup_liveMEN.osexp,C:\Users\Laptop1\Desktop\Lineup study,,No,Yes,One,No,10:00:00,C:/Users/Laptop1/Desktop/Lineup study/subject-1.csv,6,,,,,,,./input_data\Tomas 041118\2.09 - Live\subject-1.csv,16387.0,16387.0,1,,,,235785.0,276582.0,11935,,232246.0,19203.0,215859.0,279680,,,215858.0,,7,2017/11/04,11:05:18,2017/11/04 11:05:18,1.0,6.0,,live,,male,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,Not sure,no,no,no,10:00:00,D:/Lineup study/subject-1.csv,1,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,26977.0,26977.0,1,,,,2336176.0,2471264.0,1526,,2326216.0,2299186.0,2299238.0,2336176,,,2299236.0,,0,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-1.csv,2,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,17412.0,17412.0,1,,,,2358919.0,2471264.0,1526,,2353684.0,2299186.0,2336271.0,2358919,,,2336269.0,,1,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
no,11/04/17 10:27:22,lineup_liveWOMEN.osexp,D:/Lineup study,,No,no,no,no,10:00:00,D:/Lineup study/subject-1.csv,3,,,,,,,./input_data\Tomas 041118\1.10 - Live\subject-1.csv,19603.0,19603.0,1,,,,2382650.0,2471264.0,1526,,2378613.0,2299186.0,2359010.0,2382650,,,2359008.0,,2,2017/11/04,10:27:22,2017/11/04 10:27:22,1.0,1.0,,live,,female,2017/11/04 10:00:00,female
