"_prepare"	"background"	"bidi"	"canvas_backend"	"clock_backend"	"color_backend"	"compensation"	"confidence_immediate"	"coordinates"	"count_TA_sequence_setting"	"count_TP_sequence_setting"	"count_admin_check"	"count_check_TA"	"count_check_TP"	"count_check_confidence_imm"	"count_check_identification"	"count_check_made_identification"	"count_check_multiple_identification"	"count_check_proceeding_identification"	"count_confidence_imm"	"count_end_of_experiment"	"count_experiment"	"count_gender_lineup_loop"	"count_gender_randomization_sequence"	"count_identification_task"	"count_instructions_after_multiple"	"count_instructions_after_proceed_identification"	"count_instructions_before_view"	"count_lineup_loop"	"count_lineup_procedure_loop"	"count_lineup_procedure_sequence"	"count_lineup_sequence"	"count_logger"	"count_made_identification"	"count_member_randomization_loop"	"count_member_randomization_sequence"	"count_multiple_identification"	"count_proceed_identification"	"count_repeat_lineup_sequence_identification"	"count_repeat_lineup_sequence_multiple"	"count_target_setting"	"count_target_setting_loop"	"count_target_setting_sequence"	"count_video"	"datetime"	"description"	"disable_garbage_collection"	"empty_column"	"experiment_file"	"experiment_path"	"font_bold"	"font_family"	"font_italic"	"font_size"	"font_underline"	"foreground"	"form_clicks"	"fullscreen"	"gender"	"height"	"identification"	"identification_made"	"identification_multiple"	"identification_proceed"	"keyboard_backend"	"live_row"	"live_row_target_setting_loop"	"logfile"	"member"	"member1"	"member2"	"member3"	"member4"	"member5"	"member6"	"mouse_backend"	"opensesame_codename"	"opensesame_version"	"repeat_cycle"	"round_decimals"	"sampler_backend"	"sound_buf_size"	"sound_channels"	"sound_freq"	"sound_sample_size"	"start"	"subject_nr"	"subject_parity"	"synth_backend"	"target"	"target1"	"target2"	"time_TA_sequence_setting"	"time_TP_sequence_setting"	"time_admin_check"	"time_check_TA"	"time_check_TP"	"time_check_confidence_imm"	"time_check_identification"	"time_check_made_identification"	"time_check_multiple_identification"	"time_check_proceeding_identification"	"time_confidence_imm"	"time_end_of_experiment"	"time_experiment"	"time_gender_lineup_loop"	"time_gender_randomization_sequence"	"time_identification_task"	"time_instructions_after_multiple"	"time_instructions_after_proceed_identification"	"time_instructions_before_view"	"time_lineup_loop"	"time_lineup_procedure_loop"	"time_lineup_procedure_sequence"	"time_lineup_sequence"	"time_logger"	"time_made_identification"	"time_member_randomization_loop"	"time_member_randomization_sequence"	"time_multiple_identification"	"time_proceed_identification"	"time_repeat_lineup_sequence_identification"	"time_repeat_lineup_sequence_multiple"	"time_target_setting"	"time_target_setting_loop"	"time_target_setting_sequence"	"time_video"	"title"	"transparent_variables"	"trial"	"uniform_coordinates"	"width"
"11"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"0"	"3"	"3"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"5"	"0"	"1"	"0"	"5"	"12"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"No"	"no"	"No"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member6]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"80854"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"78477"	NA	NA	"2667"	"2341"	"2317"	"2340"	"74135"	"109480"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"74135"	"lineup1"	"no"	"6"	"no"	"1366"
"12"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"0"	"3"	"3"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"5"	"0"	"1"	"0"	"5"	"12"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"No"	"no"	"No"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member6]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"80854"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"78477"	NA	NA	"2667"	"2341"	"2317"	"2340"	"74135"	"109520"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"74135"	"lineup1"	"no"	"6"	"no"	"1366"
"13"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"1"	"3"	"3"	"6"	"6"	"1"	"1"	"1"	"6"	"0"	"0"	"0"	"1"	"6"	"1"	"1"	"6"	"1"	"1"	"1"	"6"	"14"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"6"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member1]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"118258"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"115972"	NA	NA	"109770"	"109578"	"109555"	"109578"	"109770"	"118258"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"112449"	"lineup1"	"no"	"1"	"no"	"1366"
"14"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"1"	"3"	"3"	"7"	"7"	"1"	"1"	"1"	"7"	"0"	"0"	"0"	"1"	"7"	"1"	"1"	"7"	"1"	"1"	"1"	"7"	"15"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"7"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member2]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"132839"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"128444"	NA	NA	"109770"	"109578"	"109555"	"109578"	"118502"	"132839"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"118502"	"lineup1"	"no"	"2"	"no"	"1366"
"15"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"1"	"3"	"3"	"8"	"8"	"1"	"1"	"1"	"8"	"0"	"0"	"0"	"1"	"8"	"1"	"1"	"8"	"1"	"1"	"1"	"8"	"16"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"8"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member3]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"136972"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"134931"	NA	NA	"109770"	"109578"	"109555"	"109578"	"133084"	"136972"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"133084"	"lineup1"	"no"	"3"	"no"	"1366"
"16"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"1"	"3"	"3"	"9"	"9"	"1"	"1"	"1"	"9"	"0"	"0"	"0"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"17"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"9"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member4]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"145644"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"143853"	NA	NA	"109770"	"109578"	"109555"	"109578"	"137222"	"145644"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"137222"	"lineup1"	"no"	"4"	"no"	"1366"
"17"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"3"	"3"	"1"	"3"	"3"	"10"	"10"	"1"	"1"	"1"	"10"	"0"	"0"	"0"	"1"	"10"	"1"	"1"	"10"	"1"	"1"	"1"	"10"	"18"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"10"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member5]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	NA	"148841"	"94148"	NA	"109367"	NA	NA	"2188"	"2262"	"109434"	"146788"	NA	NA	"109770"	"109578"	"109555"	"109578"	"145887"	"148841"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"145888"	"lineup1"	"no"	"5"	"no"	"1366"
"18"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"90"	"relative"	"3"	"3"	"1"	"3"	"3"	"11"	"11"	"1"	"1"	"1"	"11"	"0"	"0"	"0"	"1"	"11"	"1"	"1"	"11"	"1"	"1"	"1"	"11"	"19"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"11"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member6]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"94148"	"2267"	"109441"	"162512"	"152790"	"94148"	NA	"109367"	"152790"	NA	"2188"	"2262"	"109434"	"150372"	NA	NA	"109770"	"109578"	"109555"	"109578"	"149080"	"162512"	"80905"	"109434"	"109441"	NA	"100158"	NA	NA	"2190"	"2188"	"2190"	"149080"	"lineup1"	"no"	"6"	"no"	"1366"
"19"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"90"	"relative"	"3"	"3"	"1"	"3"	"3"	"11"	"11"	"1"	"1"	"1"	"11"	"0"	"0"	"0"	"1"	"11"	"1"	"1"	"11"	"1"	"1"	"1"	"11"	"19"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"11"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Yes"	"Yes"	"One"	"No"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member6]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"173398"	"2267"	"109441"	"162512"	"152790"	"166574"	"173398"	"183545"	"152790"	NA	"2188"	"2262"	"109434"	"150372"	NA	NA	"109770"	"109578"	"109555"	"109578"	"149080"	"183545"	"162557"	"109434"	"109441"	"166575"	"178626"	NA	NA	"2190"	"2188"	"2190"	"149080"	"lineup1"	"no"	"6"	"no"	"1366"
"20"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"90"	"relative"	"3"	"3"	"1"	"3"	"3"	"11"	"11"	"1"	"1"	"1"	"11"	"0"	"0"	"0"	"1"	"11"	"1"	"1"	"11"	"1"	"1"	"1"	"11"	"19"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"11"	"02/14/18 14:43:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Yes"	"Yes"	"One"	"No"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-69.csv"	"[member6]"	"4"	"5"	"3"	"1"	"2"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2267"	"109441"	"173398"	"2267"	"109441"	"162512"	"152790"	"166574"	"173398"	"183545"	"152790"	"183616"	"2188"	"2262"	"109434"	"150372"	NA	NA	"109770"	"109578"	"109555"	"109578"	"149080"	"248218"	"162557"	"109434"	"109441"	"166575"	"178626"	NA	NA	"2190"	"2188"	"2190"	"149080"	"lineup1"	"no"	"6"	"no"	"1366"
"21"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	NA	"relative"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	"0"	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	NA	NA	NA	NA	NA	NA	NA	"0"	"0"	"0"	NA	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	NA	"768"	NA	NA	NA	NA	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	NA	NA	NA	NA	NA	NA	NA	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	NA	"absent"	"present"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2288"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2290"	NA	NA	NA	NA	NA	NA	NA	"2289"	"2288"	"2289"	NA	"lineup1"	"no"	NA	"no"	"1366"
"22"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	NA	"relative"	"0"	"0"	NA	"0"	"0"	NA	NA	NA	NA	NA	NA	"0"	"0"	"0"	"0"	NA	NA	NA	NA	NA	"0"	NA	NA	"2"	NA	"0"	"0"	NA	NA	NA	NA	"0"	"0"	"0"	NA	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	NA	NA	NA	NA	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	NA	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	NA	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	NA	NA	NA	NA	NA	NA	NA	NA	"2357"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	NA	"lineup1"	"no"	NA	"no"	"1366"
"23"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	"[member1]"	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	"29992"	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	"25168"	NA	NA	"2742"	"2424"	"2398"	"2424"	"2742"	"29992"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	"7360"	"lineup1"	"no"	"1"	"no"	"1366"
"24"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	"[member2]"	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	"38205"	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	"35078"	NA	NA	"2742"	"2424"	"2398"	"2424"	"30240"	"38205"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	"30240"	"lineup1"	"no"	"2"	"no"	"1366"
"25"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	"[member3]"	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	"48766"	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	"46212"	NA	NA	"2742"	"2424"	"2398"	"2424"	"38443"	"48766"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	"38443"	"lineup1"	"no"	"3"	"no"	"1366"
"26"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	"[member4]"	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	"53194"	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	"50756"	NA	NA	"2742"	"2424"	"2398"	"2424"	"49002"	"53194"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	"49002"	"lineup1"	"no"	"4"	"no"	"1366"
"27"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	"[member5]"	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	"63282"	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	"60908"	NA	NA	"2742"	"2424"	"2398"	"2424"	"53436"	"63282"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	"53436"	"lineup1"	"no"	"5"	"no"	"1366"
"28"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"02/14/18 14:50:31"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wednesday 1402 room 1.26 VIPER/subject-70.csv"	"[member6]"	"2"	"4"	"5"	"3"	"1"	"7"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"70"	"even"	"legacy"	"[target1]"	"absent"	"present"	"2357"	NA	NA	"2357"	NA	NA	"76149"	NA	NA	NA	NA	NA	"2288"	"2351"	"2354"	"73971"	NA	NA	"2742"	"2424"	"2398"	"2424"	"63522"	"76149"	NA	"2354"	"2357"	NA	NA	NA	NA	"2289"	"2288"	"2289"	"63522"	"lineup1"	"no"	"6"	"no"	"1366"
