_prepare,background,bidi,canvas_backend,clock_backend,color_backend,compensation,confidence_immediate,coordinates,count_TA_sequence_setting,count_TP_sequence_setting,count_admin_check,count_check_TA,count_check_TP,count_check_confidence_imm,count_check_identification,count_check_made_identification,count_check_multiple_identification,count_check_proceeding_identification,count_confidence_imm,count_end_of_experiment,count_experiment,count_gender_lineup_loop,count_gender_randomization_sequence,count_identification_task,count_instructions_after_multiple,count_instructions_after_proceed_identification,count_instructions_before_view,count_lineup_loop,count_lineup_procedure_loop,count_lineup_procedure_sequence,count_lineup_sequence,count_logger,count_made_identification,count_member_randomization_loop,count_member_randomization_sequence,count_multiple_identification,count_proceed_identification,count_repeat_lineup_sequence_identification,count_repeat_lineup_sequence_multiple,count_target_setting,count_target_setting_loop,count_target_setting_sequence,count_video,datetime,description,disable_garbage_collection,empty_column,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,gender,height,identification,identification_made,identification_multiple,identification_proceed,keyboard_backend,live_row,live_row_target_setting_loop,logfile,member,member1,member2,member3,member4,member5,member6,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,synth_backend,target,target1,target2,time_TA_sequence_setting,time_TP_sequence_setting,time_admin_check,time_check_TA,time_check_TP,time_check_confidence_imm,time_check_identification,time_check_made_identification,time_check_multiple_identification,time_check_proceeding_identification,time_confidence_imm,time_end_of_experiment,time_experiment,time_gender_lineup_loop,time_gender_randomization_sequence,time_identification_task,time_instructions_after_multiple,time_instructions_after_proceed_identification,time_instructions_before_view,time_lineup_loop,time_lineup_procedure_loop,time_lineup_procedure_sequence,time_lineup_sequence,time_logger,time_made_identification,time_member_randomization_loop,time_member_randomization_sequence,time_multiple_identification,time_proceed_identification,time_repeat_lineup_sequence_identification,time_repeat_lineup_sequence_multiple,time_target_setting,time_target_setting_loop,time_target_setting_sequence,time_video,title,transparent_variables,trial,uniform_coordinates,width
,white,no,xpyriment,legacy,legacy,0,NA,relative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,NA,768,NA,NA,NA,NA,legacy,0,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,NA,NA,NA,NA,NA,NA,NA,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,NA,absent,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2894,NA,NA,NA,NA,NA,NA,NA,2894,2893,2894,NA,lineup1,no,NA,no,1366
,white,no,xpyriment,legacy,legacy,0,NA,relative,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,NA,NA,NA,NA,0,0,0,NA,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,NA,NA,NA,NA,legacy,0,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,NA,3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,NA,NA,NA,NA,NA,NA,2893,2960,2964,NA,NA,NA,NA,NA,NA,NA,NA,2966,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,NA,lineup1,no,NA,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,Not sure,no,no,no,legacy,0,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member1],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,65717,NA,NA,NA,NA,NA,2893,2960,2964,59253,NA,NA,4464,3039,3011,3039,4464,65717,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,51331,lineup1,no,1,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,Not sure,no,no,no,legacy,1,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member2],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,78311,NA,NA,NA,NA,NA,2893,2960,2964,74623,NA,NA,4464,3039,3011,3039,66900,78311,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,66900,lineup1,no,2,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,Not sure,no,no,no,legacy,2,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member3],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,90803,NA,NA,NA,NA,NA,2893,2960,2964,88140,NA,NA,4464,3039,3011,3039,79482,90803,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,79482,lineup1,no,3,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,No,no,no,no,legacy,3,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member4],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,101990,NA,NA,NA,NA,NA,2893,2960,2964,99531,NA,NA,4464,3039,3011,3039,91938,101990,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,91938,lineup1,no,4,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,No,no,no,no,legacy,4,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member5],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,109804,NA,NA,NA,NA,NA,2893,2960,2964,107526,NA,NA,4464,3039,3011,3039,103134,109804,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,103134,lineup1,no,5,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,5,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,No,no,no,no,legacy,5,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member6],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,NA,NA,2966,NA,117339,NA,NA,NA,NA,NA,2893,2960,2964,114887,NA,NA,4464,3039,3011,3039,110920,117339,NA,2964,2966,NA,NA,NA,NA,2894,2893,2894,110920,lineup1,no,6,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,5,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,female,768,No,No,no,No,legacy,5,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member6],3,1,4,6,2,5,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target2],absent,present,NA,2966,122459,NA,2966,NA,117339,122458,NA,133742,NA,NA,2893,2960,2964,114887,NA,NA,4464,3039,3011,3039,110920,133742,117385,2964,2966,NA,125591,NA,NA,2894,2893,2894,110920,lineup1,no,6,no,1366
,white,no,xpyriment,legacy,legacy,0,no,relative,1,1,0,1,1,5,5,0,0,0,5,0,0,0,1,5,0,0,5,0,1,0,5,10,0,1,1,0,0,0,0,0,0,0,5,02/07/2018 15:14,Executes Python code,yes,,lineup_videoFB_W.osexp,C:/Users/standalone/Desktop/Wednesday 0702/FB,no,mono,no,24,no,black,no,yes,male,768,No,No,no,No,legacy,0,0,C:/Users/standalone/Desktop/Wednesday 0702/FB/subject-78.csv,[member6],3,4,1,5,2,7,xpyriment,Jazzy James,3.1.6,0,2,legacy,1024,2,48000,-16,experiment,78,odd,legacy,[target1],absent,present,133827,2966,122459,133827,2966,NA,117339,122458,NA,133742,NA,NA,2893,2960,133824,114887,NA,NA,4464,3039,3011,3039,110920,133827,117385,133825,133827,NA,125591,NA,NA,2894,2893,2894,110920,lineup1,no,6,no,1366
