"_prepare"	"background"	"bidi"	"canvas_backend"	"clock_backend"	"color_backend"	"compensation"	"confidence_immediate"	"coordinates"	"count_TA_sequence_setting"	"count_TP_sequence_setting"	"count_admin_check"	"count_check_TA"	"count_check_TP"	"count_check_confidence_imm"	"count_check_identification"	"count_check_made_identification"	"count_check_multiple_identification"	"count_check_proceeding_identification"	"count_confidence_imm"	"count_end_of_experiment"	"count_experiment"	"count_gender_lineup_loop"	"count_gender_randomization_sequence"	"count_identification_task"	"count_instructions_after_multiple"	"count_instructions_after_proceed_identification"	"count_instructions_before_view"	"count_lineup_loop"	"count_lineup_procedure_loop"	"count_lineup_procedure_sequence"	"count_lineup_sequence"	"count_logger"	"count_made_identification"	"count_member_randomization_loop"	"count_member_randomization_sequence"	"count_multiple_identification"	"count_proceed_identification"	"count_repeat_lineup_sequence_identification"	"count_repeat_lineup_sequence_multiple"	"count_target_setting"	"count_target_setting_loop"	"count_target_setting_sequence"	"count_video"	"datetime"	"description"	"disable_garbage_collection"	"empty_column"	"experiment_file"	"experiment_path"	"font_bold"	"font_family"	"font_italic"	"font_size"	"font_underline"	"foreground"	"form_clicks"	"fullscreen"	"gender"	"height"	"identification"	"identification_made"	"identification_multiple"	"identification_proceed"	"keyboard_backend"	"live_row"	"live_row_target_setting_loop"	"logfile"	"member"	"member1"	"member2"	"member3"	"member4"	"member5"	"member6"	"mouse_backend"	"opensesame_codename"	"opensesame_version"	"repeat_cycle"	"round_decimals"	"sampler_backend"	"sound_buf_size"	"sound_channels"	"sound_freq"	"sound_sample_size"	"start"	"subject_nr"	"subject_parity"	"synth_backend"	"target"	"target1"	"target2"	"time_TA_sequence_setting"	"time_TP_sequence_setting"	"time_admin_check"	"time_check_TA"	"time_check_TP"	"time_check_confidence_imm"	"time_check_identification"	"time_check_made_identification"	"time_check_multiple_identification"	"time_check_proceeding_identification"	"time_confidence_imm"	"time_end_of_experiment"	"time_experiment"	"time_gender_lineup_loop"	"time_gender_randomization_sequence"	"time_identification_task"	"time_instructions_after_multiple"	"time_instructions_after_proceed_identification"	"time_instructions_before_view"	"time_lineup_loop"	"time_lineup_procedure_loop"	"time_lineup_procedure_sequence"	"time_lineup_sequence"	"time_logger"	"time_made_identification"	"time_member_randomization_loop"	"time_member_randomization_sequence"	"time_multiple_identification"	"time_proceed_identification"	"time_repeat_lineup_sequence_identification"	"time_repeat_lineup_sequence_multiple"	"time_target_setting"	"time_target_setting_loop"	"time_target_setting_sequence"	"time_video"	"title"	"transparent_variables"	"trial"	"uniform_coordinates"	"width"
"64"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"19"	"19"	"3"	"3"	"3"	"19"	"0"	"0"	"0"	"1"	"20"	"3"	"3"	"19"	"3"	"1"	"3"	"19"	"27"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"19"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member2]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"176395"	"2621"	"181245"	"226481"	"264153"	"248317"	"251242"	"181177"	"223782"	NA	"2554"	"2615"	"181242"	"262376"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"261749"	"264154"	"246085"	"181242"	"181244"	"248317"	"178341"	NA	"252770"	"2555"	"2554"	"2555"	"261749"	"lineup1"	"no"	"2"	"no"	"1366"
"65"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"20"	"20"	"3"	"3"	"3"	"20"	"0"	"0"	"0"	"1"	"21"	"3"	"3"	"20"	"3"	"1"	"3"	"20"	"28"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"20"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member3]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"176395"	"2621"	"181245"	"226481"	"267101"	"248317"	"251242"	"181177"	"223782"	NA	"2554"	"2615"	"181242"	"265331"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"264442"	"267102"	"246085"	"181242"	"181244"	"248317"	"178341"	NA	"252770"	"2555"	"2554"	"2555"	"264443"	"lineup1"	"no"	"3"	"no"	"1366"
"66"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"21"	"21"	"3"	"3"	"3"	"21"	"0"	"0"	"0"	"1"	"22"	"3"	"3"	"21"	"3"	"1"	"3"	"21"	"29"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"21"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member4]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"176395"	"2621"	"181245"	"226481"	"271293"	"248317"	"251242"	"181177"	"223782"	NA	"2554"	"2615"	"181242"	"269476"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"267374"	"271293"	"246085"	"181242"	"181244"	"248317"	"178341"	NA	"252770"	"2555"	"2554"	"2555"	"267374"	"lineup1"	"no"	"4"	"no"	"1366"
"67"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"22"	"22"	"3"	"3"	"3"	"22"	"0"	"0"	"0"	"1"	"23"	"3"	"3"	"22"	"3"	"1"	"3"	"22"	"30"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"22"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member5]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"176395"	"2621"	"181245"	"226481"	"275193"	"248317"	"251242"	"181177"	"223782"	NA	"2554"	"2615"	"181242"	"273586"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"271561"	"275194"	"246085"	"181242"	"181244"	"248317"	"178341"	NA	"252770"	"2555"	"2554"	"2555"	"271561"	"lineup1"	"no"	"5"	"no"	"1366"
"68"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"23"	"23"	"3"	"3"	"3"	"23"	"0"	"0"	"0"	"1"	"24"	"3"	"3"	"23"	"3"	"1"	"3"	"23"	"31"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"23"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member6]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"176395"	"2621"	"181245"	"226481"	"277861"	"248317"	"251242"	"181177"	"223782"	NA	"2554"	"2615"	"181242"	"276258"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"275462"	"277861"	"246085"	"181242"	"181244"	"248317"	"178341"	NA	"252770"	"2555"	"2554"	"2555"	"275463"	"lineup1"	"no"	"6"	"no"	"1366"
"69"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"23"	"23"	"3"	"3"	"3"	"23"	"0"	"0"	"0"	"1"	"24"	"3"	"3"	"23"	"3"	"1"	"3"	"23"	"31"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"23"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member6]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"280007"	"2621"	"181245"	"226481"	"277861"	"280007"	"251242"	"288209"	"223782"	NA	"2554"	"2615"	"181242"	"276258"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"275462"	"288209"	"277915"	"181242"	"181244"	"248317"	"281052"	NA	"252770"	"2555"	"2554"	"2555"	"275463"	"lineup1"	"no"	"6"	"no"	"1366"
"70"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"23"	"23"	"3"	"3"	"3"	"23"	"0"	"0"	"0"	"1"	"24"	"3"	"3"	"23"	"3"	"1"	"3"	"23"	"31"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"23"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member6]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"288265"	"2621"	"181245"	"226481"	"277861"	"280007"	"251242"	"291146"	"223782"	NA	"2554"	"2615"	"181242"	"276258"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"275462"	"291146"	"277915"	"181242"	"181244"	"248317"	"289100"	NA	"252770"	"2555"	"2554"	"2555"	"275463"	"lineup1"	"no"	"6"	"no"	"1366"
"71"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"3"	"1"	"1"	"23"	"23"	"3"	"3"	"3"	"23"	"0"	"0"	"0"	"1"	"24"	"3"	"3"	"23"	"3"	"1"	"3"	"23"	"31"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"0"	"0"	"0"	"23"	"02/21/18 14:51:03"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-83.csv"	"[member6]"	"3"	"5"	"4"	"1"	"6"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"83"	"odd"	"legacy"	"[target1]"	"present"	"absent"	"2621"	"181244"	"288265"	"2621"	"181245"	"226481"	"277861"	"280007"	"251242"	"291146"	"223782"	"291206"	"2554"	"2615"	"181242"	"276258"	"251242"	NA	"253040"	"252799"	"181276"	"252799"	"275462"	"292643"	"277915"	"181242"	"181244"	"248317"	"289100"	NA	"252770"	"2555"	"2554"	"2555"	"275463"	"lineup1"	"no"	"6"	"no"	"1366"
"72"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	NA	"relative"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	"0"	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	NA	NA	NA	NA	NA	NA	NA	"0"	"0"	"0"	NA	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	NA	"768"	NA	NA	NA	NA	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	NA	NA	NA	NA	NA	NA	NA	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	NA	"present"	"absent"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2504"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2506"	NA	NA	NA	NA	NA	NA	NA	"2506"	"2504"	"2506"	NA	"lineup1"	"no"	NA	"no"	"1366"
"73"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	NA	"relative"	"0"	"0"	NA	"0"	"0"	NA	NA	NA	NA	NA	NA	"0"	"0"	"0"	"0"	NA	NA	NA	NA	NA	"0"	NA	NA	"2"	NA	"0"	"0"	NA	NA	NA	NA	"0"	"0"	"0"	NA	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	NA	NA	NA	NA	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	NA	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	NA	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	NA	NA	NA	NA	NA	NA	NA	NA	"2574"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	NA	"lineup1"	"no"	NA	"no"	"1366"
"74"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member1]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	"87229"	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	"82187"	NA	NA	"3016"	"2640"	"2611"	"2640"	"3016"	"87229"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	"64565"	"lineup1"	"no"	"1"	"no"	"1366"
"75"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"1"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member2]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	"107740"	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	"104677"	NA	NA	"3016"	"2640"	"2611"	"2640"	"87498"	"107740"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	"87498"	"lineup1"	"no"	"2"	"no"	"1366"
"76"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member3]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	"113953"	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	"111908"	NA	NA	"3016"	"2640"	"2611"	"2640"	"107999"	"113953"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	"107999"	"lineup1"	"no"	"3"	"no"	"1366"
"77"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member4]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	"125174"	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	"121126"	NA	NA	"3016"	"2640"	"2611"	"2640"	"114221"	"125174"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	"114221"	"lineup1"	"no"	"4"	"no"	"1366"
"78"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"4"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member5]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	"132580"	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	"129538"	NA	NA	"3016"	"2640"	"2611"	"2640"	"125455"	"132581"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	"125455"	"lineup1"	"no"	"5"	"no"	"1366"
"79"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member6]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	NA	NA	"2574"	NA	"149532"	NA	NA	NA	NA	NA	"2504"	"2568"	"2572"	"146678"	NA	NA	"3016"	"2640"	"2611"	"2640"	"132851"	"149532"	NA	"2572"	"2574"	NA	NA	NA	NA	"2506"	"2504"	"2506"	"132851"	"lineup1"	"no"	"6"	"no"	"1366"
"80"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"male"	"768"	"Not sure"	"No"	"no"	"No"	"legacy"	"5"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member6]"	"3"	"1"	"2"	"4"	"5"	"6"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target1]"	"present"	"absent"	NA	"2574"	"155096"	NA	"2574"	NA	"149532"	"155096"	NA	"175001"	NA	NA	"2504"	"2568"	"2572"	"146678"	NA	NA	"3016"	"2640"	"2611"	"2640"	"132851"	"175001"	"149584"	"2572"	"2574"	NA	"169591"	NA	NA	"2506"	"2504"	"2506"	"132851"	"lineup1"	"no"	"6"	"no"	"1366"
"81"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"0"	"1"	"1"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"5"	"0"	"1"	"0"	"5"	"10"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"female"	"768"	"Not sure"	"No"	"no"	"No"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member6]"	"1"	"4"	"3"	"7"	"5"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target2]"	"present"	"absent"	"175065"	"2574"	"155096"	"175065"	"2574"	NA	"149532"	"155096"	NA	"175001"	NA	NA	"2504"	"2568"	"175062"	"146678"	NA	NA	"3016"	"2640"	"2611"	"2640"	"132851"	"175065"	"149584"	"175062"	"175065"	NA	"169591"	NA	NA	"2506"	"2504"	"2506"	"132851"	"lineup1"	"no"	"6"	"no"	"1366"
"82"	""	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"1"	"1"	"1"	"6"	"0"	"0"	"0"	"1"	"6"	"1"	"1"	"6"	"1"	"1"	"1"	"6"	"12"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"6"	"02/21/18 14:44:48"	"Executes Python code"	"yes"	""	"lineup_videoVIPER_W.osexp"	"C:/Users/standalone/Desktop/Wed 21-02"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"yes"	"female"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"C:/Users/standalone/Desktop/Wed 21-02/subject-84.csv"	"[member1]"	"1"	"4"	"3"	"7"	"5"	"2"	"xpyriment"	"Jazzy James"	"3.1.6"	"0"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"84"	"even"	"legacy"	"[target2]"	"present"	"absent"	"175065"	"2574"	"155096"	"175065"	"2574"	NA	"194644"	"155096"	NA	"175001"	NA	NA	"2504"	"2568"	"175062"	"192580"	NA	NA	"175352"	"175126"	"175096"	"175125"	"175352"	"194644"	"149584"	"175062"	"175065"	NA	"169591"	NA	NA	"2506"	"2504"	"2506"	"179232"	"lineup1"	"no"	"1"	"no"	"1366"
