"_prepare","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","confidence_immediate","coordinates","correct","correct_live_view","count_admin_check","count_check_confidence_imm","count_check_identification","count_check_made_identification","count_check_multiple_identification","count_check_proceeding_identification","count_check_time_of_exposure","count_confidence_imm","count_end_of_experiment","count_experiment","count_identification_task","count_instructions","count_instructions_after_multiple","count_instructions_after_proceed_identification","count_instructions_before_view","count_instructions_sequence","count_lineup_loop","count_lineup_sequence","count_live_lineup","count_live_view","count_logger","count_made_identification","count_multiple_identification","count_proceed_identification","count_repeat_lineup_sequence_identification","count_repeat_lineup_sequence_multiple","count_setting_sequence","count_time_of_exposure","cursor_x","cursor_y","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","identification","identification_made","identification_multiple","identification_proceed","keyboard_backend","lecture_time","live_row","live_row_instructions","live_row_lineup_loop","live_row_live_lineup","logfile","member","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_live_view","response_time","response_time_live_view","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_admin_check","time_check_confidence_imm","time_check_identification","time_check_made_identification","time_check_multiple_identification","time_check_proceeding_identification","time_check_time_of_exposure","time_confidence_imm","time_end_of_experiment","time_experiment","time_identification_task","time_instructions","time_instructions_after_multiple","time_instructions_after_proceed_identification","time_instructions_before_view","time_instructions_sequence","time_lineup_loop","time_lineup_sequence","time_live_lineup","time_live_view","time_logger","time_made_identification","time_multiple_identification","time_proceed_identification","time_repeat_lineup_sequence_identification","time_repeat_lineup_sequence_multiple","time_setting_sequence","time_time_of_exposure","title","total_correct","total_response_time","total_responses","transparent_variables","uniform_coordinates","width"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","0","0","0","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","1","xpyriment","Jazzy James","3.1.4","0","1","1","22117","22117","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","NA","NA","69373","NA","NA","NA","NA","NA","NA","2330","63960","2330","NA","NA","2336","2336","41725","41725","41701","41843","69373","NA","NA","NA","NA","NA","41842","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","975","766","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","1","0","1","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","2","xpyriment","Jazzy James","3.1.4","0","1","1","18022","18022","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","NA","NA","90925","NA","NA","NA","NA","NA","NA","2330","87553","2330","NA","NA","2336","2336","41725","41725","41701","69530","90925","NA","NA","NA","NA","NA","69528","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","2","2","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","2","0","377","767","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","2","0","2","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","3","xpyriment","Jazzy James","3.1.4","0","1","1","12495","12495","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","NA","NA","107183","NA","NA","NA","NA","NA","NA","2330","103569","2330","NA","NA","2336","2336","41725","41725","41701","91073","107183","NA","NA","NA","NA","NA","91072","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","3","3","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","3","0","707","764","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","3","0","3","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","4","xpyriment","Jazzy James","3.1.4","0","1","1","15795","15795","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","NA","NA","127336","NA","NA","NA","NA","NA","NA","2330","123128","2330","NA","NA","2336","2336","41725","41725","41701","107333","127336","NA","NA","NA","NA","NA","107331","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","4","4","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","4","6","0","0","0","0","0","4","0","943","765","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","4","0","4","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","5","xpyriment","Jazzy James","3.1.4","0","1","1","15392","15392","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","NA","NA","146883","NA","NA","NA","NA","NA","NA","2330","142888","2330","NA","NA","2336","2336","41725","41725","41701","127496","146884","NA","NA","NA","NA","NA","127495","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","0","1095","767","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","5","0","5","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","15765","15765","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","NA","NA","166954","NA","NA","NA","NA","NA","NA","2330","162800","2330","NA","NA","2336","2336","41725","41725","41701","147034","166955","NA","NA","NA","NA","NA","147033","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","0","1095","767","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Continue","yes","768","No","No","no","No","legacy","no","5","0","5","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","15765","15765","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","171100","NA","166954","171100","NA","179570","NA","NA","NA","2330","162800","2330","NA","NA","2336","2336","41725","41725","41701","147034","179571","166997","NA","177411","NA","NA","147033","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","0","1095","767","11/04/17 14:22:50","Executes Python code","yes","","lineup_liveMEN.osexp","C:\Users\Laptop1\Desktop\Lineup study","no","mono","no","24","no","black","no","Click to end","yes","768","No","No","no","No","legacy","1pm","5","0","5","0","C:/Users/Laptop1/Desktop/Lineup study/subject-22.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","15765","15765","2","legacy","1024","2","48000","-16","experiment","22","even","legacy","171100","NA","166954","171100","NA","179570","187914","NA","187914","2330","162800","2330","NA","NA","2336","2336","41725","41725","41701","147034","189215","166997","NA","177411","NA","NA","147033","179604","lineup1","0","0","0","no","no","1366"
