"_prepare","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","confidence_immediate","coordinates","correct","correct_live_view","count_admin_check","count_check_confidence_imm","count_check_identification","count_check_made_identification","count_check_multiple_identification","count_check_proceeding_identification","count_check_time_of_exposure","count_confidence_imm","count_end_of_experiment","count_experiment","count_identification_task","count_instructions","count_instructions_after_multiple","count_instructions_after_proceed_identification","count_instructions_before_view","count_instructions_sequence","count_lineup_loop","count_lineup_sequence","count_live_lineup","count_live_view","count_logger","count_made_identification","count_multiple_identification","count_proceed_identification","count_repeat_lineup_sequence_identification","count_repeat_lineup_sequence_multiple","count_setting_sequence","count_time_of_exposure","cursor_x","cursor_y","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","identification","identification_made","identification_multiple","identification_proceed","keyboard_backend","lecture_time","live_row","live_row_instructions","live_row_lineup_loop","live_row_live_lineup","logfile","member","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_live_view","response_time","response_time_live_view","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_admin_check","time_check_confidence_imm","time_check_identification","time_check_made_identification","time_check_multiple_identification","time_check_proceeding_identification","time_check_time_of_exposure","time_confidence_imm","time_end_of_experiment","time_experiment","time_identification_task","time_instructions","time_instructions_after_multiple","time_instructions_after_proceed_identification","time_instructions_before_view","time_instructions_sequence","time_lineup_loop","time_lineup_sequence","time_live_lineup","time_live_view","time_logger","time_made_identification","time_multiple_identification","time_proceed_identification","time_repeat_lineup_sequence_identification","time_repeat_lineup_sequence_multiple","time_setting_sequence","time_time_of_exposure","title","total_correct","total_response_time","total_responses","transparent_variables","uniform_coordinates","width"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","648","602","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","0","0","0","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","1","xpyriment","Jazzy James","3.1.4","0","1","1","6909","6909","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","NA","NA","62853","NA","NA","NA","NA","NA","NA","3699","30326","3699","NA","NA","3710","3710","23134","23134","23086","23415","62853","NA","NA","NA","NA","NA","23413","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","526","645","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","1","0","1","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","2","xpyriment","Jazzy James","3.1.4","0","1","1","4973","4973","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","NA","NA","85900","NA","NA","NA","NA","NA","NA","3699","68057","3699","NA","NA","3710","3710","23134","23134","23086","63082","85901","NA","NA","NA","NA","NA","63080","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","2","2","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","2","0","633","479","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","2","0","2","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","3","xpyriment","Jazzy James","3.1.4","0","1","1","1655","1655","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","NA","NA","101847","NA","NA","NA","NA","NA","NA","3699","87898","3699","NA","NA","3710","3710","23134","23134","23086","86242","101847","NA","NA","NA","NA","NA","86240","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","3","3","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","3","0","559","594","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","3","0","3","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","4","xpyriment","Jazzy James","3.1.4","0","1","1","4405","4405","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","NA","NA","119342","NA","NA","NA","NA","NA","NA","3699","106504","3699","NA","NA","3710","3710","23134","23134","23086","102098","119343","NA","NA","NA","NA","NA","102097","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","4","4","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","4","6","0","0","0","0","0","4","0","594","641","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","4","0","4","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","5","xpyriment","Jazzy James","3.1.4","0","1","1","3324","3324","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","NA","NA","139246","NA","NA","NA","NA","NA","NA","3699","122993","3699","NA","NA","3710","3710","23134","23134","23086","119667","139246","NA","NA","NA","NA","NA","119665","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","0","610","637","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","no","5","0","5","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","1024","1024","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","NA","NA","155580","NA","NA","NA","NA","NA","NA","3699","140494","3699","NA","NA","3710","3710","23134","23134","23086","139469","155580","NA","NA","NA","NA","NA","139468","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","0","610","637","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Continue","yes","768","No","No","no","No","legacy","no","5","0","5","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","1024","1024","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","161269","NA","155580","161268","NA","191561","NA","NA","NA","3699","140494","3699","NA","NA","3710","3710","23134","23134","23086","139469","191561","155669","NA","185485","NA","NA","139468","NA","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","0","610","637","12/02/17 11:11:15","Executes Python code","yes","","lineup_liveWOMEN.osexp","C:\Users\Laptop9\Desktop\1.10 - Live","no","mono","no","24","no","black","no","Click to end","yes","768","No","No","no","No","legacy","10am","5","0","5","0","C:/Users/Laptop9/Desktop/1.10 - Live/subject-34.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","1024","1024","2","legacy","1024","2","48000","-16","experiment","34","even","legacy","161269","NA","155580","161268","NA","191561","196212","NA","196212","3699","140494","3699","NA","NA","3710","3710","23134","23134","23086","139469","202318","155669","NA","185485","NA","NA","139468","191617","lineup1","0","0","0","no","no","1366"
